,date,review,rating,status,length,label,compound,sentiment,preprocessed,topic_id,topic_score
0,2021-03-11,"Nice Course for beginners where we can enjoy and learn as well, Dr. Chuck made huge impact by this basic control flow of python. Thanks",5,completer,135,pos,0.9062,pos,"['course', 'beginner', 'enjoy', 'learn', 'dr', 'chuck', 'make', 'huge', 'impact', 'basic', 'control', 'flow', 'python', 'thanks']",0.0,0.5088009238243103
1,2021-03-11,Super easy and totally for the beginners like the course title. Professor's explanations are clear like crystal. There are some cute moments that make you smile :),5,completer,163,pos,0.9678,pos,"['super', 'easy', 'totally', 'beginner', 'course', 'title', 'professor', 'explanation', 'clear', 'crystal', 'cute', 'moment', 'make', 'smile']",4.0,0.7859078049659729
2,2021-03-11,Very interactive and a nice course to start programming with Pyhton,5,completer,67,pos,0.4703,pos,"['interactive', 'course', 'start', 'program', 'pyhton']",3.0,0.758533239364624
3,2021-03-11,"Awesome course! Definitely a very nice introduction to the coding world and nevertheless very easy. I will take the other python courses. Thank you so much, Dr.Chuck!",5,completer,166,pos,0.9448,pos,"['awesome', 'course', 'definitely', 'introduction', 'cod', 'world', 'nevertheless', 'easy', 'take', 'python', 'course', 'much', 'drchuck']",3.0,0.40243589878082275
4,2021-03-11,Perfect for new learners,5,completer,24,pos,0.5719,pos,"['perfect', 'new', 'learner']",4.0,0.3084896206855774
5,2021-03-11,"It's an amazing course for the beginners.It is a beginner friendly course, If you don't know programming at all you can take this course it will be very helpful.......it teaches the basics of the programming.",5,completer,208,pos,0.7906,pos,"['amaze', 'course', 'beginnersit', 'beginner', 'friendly', 'course', 'dont', 'know', 'program', 'take', 'course', 'helpfulit', 'teach', 'basic', 'program']",5.0,0.5129512548446655
6,2021-03-11,"

Great course and amazing teacher  ",5,completer,36,pos,0.836,pos,"['course', 'amaze', 'teacher']",5.0,0.6814555525779724
7,2021-03-11," Challenging and perfect course for a beginner with python. Awesome instructor with ample input and motivational support to not give up with the new words, logic, and abstract stuff related to computer science. Definitely recommends every learner try the course.",4,completer,262,pos,0.9403,pos,"['challenge', 'perfect', 'course', 'beginner', 'python', 'awesome', 'instructor', 'ample', 'input', 'motivational', 'support', 'give', 'new', 'word', 'logic', 'abstract', 'stuff', 'relate', 'computer', 'science', 'definitely', 'recommend', 'every', 'learner', 'try', 'course']",1.0,0.41199639439582825
8,2021-03-11,Good into to programming using this language,5,completer,44,pos,0.4404,pos,"['program', 'use', 'language']",3.0,0.676307737827301
9,2021-03-11,BEST AS BEST,5,completer,12,pos,0.8555,pos,"['best', 'best']",5.0,0.6051821112632751
10,2021-03-11,Great intro class for python,5,completer,28,pos,0.6249,pos,"['intro', 'class', 'python']",4.0,0.4797970652580261
11,2021-03-11,It's really recommended,5,completer,23,pos,0.2716,pos,['recommend'],4.0,0.4617147743701935
12,2021-03-11,its really good for those who have zero knowledge about programming or they are beginners. ,5,completer,91,pos,0.4927,pos,"['zero', 'knowledge', 'program', 'beginner']",0.0,0.5341389179229736
13,2021-03-11,"This was my first online class, and I truly enjoyed it. It is very engaging I managed to finish it it just 2 day.Thank you very much Coursera and Dr. Chuck.",5,completer,156,pos,0.8357,pos,"['first', 'online', 'class', 'truly', 'enjoy', 'engage', 'manage', 'finish', '2', 'daythank', 'much', 'coursera', 'dr', 'chuck']",2.0,0.35032737255096436
14,2021-03-11,This programming language is of the higher value to us learners,5,completer,63,pos,0.34,pos,"['program', 'language', 'high', 'value', 'u', 'learner']",4.0,0.5374271273612976
15,2021-03-10,Excellent Teaching!!........:),5,completer,30,pos,0.6467,pos,"['excellent', 'teaching']",5.0,0.6052594780921936
16,2021-03-10,Good stuff,5,completer,10,pos,0.4404,pos,['stuff'],2.0,0.4553322196006775
