,date,review,rating,status,length,label,compound,sentiment,preprocessed,topic_id,topic_score
0,2021-03-10,Some of the lab instructions are out of synch with the screenshots. Also some of the external sites references look and work differently then the screenshots or instructions. The section about the IBM tools is a huge dump of information that's somewhat confusing and doesn't appear very practical/usable to someone new to the field. The Git command line part looks very amateurish and is very hard to follow up by someone new to the subject. ,3,completer,442,neu,-0.3818,neg,"['lab', 'instruction', 'synch', 'screenshots', 'also', 'external', 'site', 'reference', 'look', 'work', 'differently', 'screenshots', 'instruction', 'section', 'ibm', 'tool', 'huge', 'dump', 'information', 'thats', 'somewhat', 'confuse', 'doesnt', 'appear', 'practicalusable', 'someone', 'new', 'field', 'git', 'command', 'line', 'part', 'look', 'amateurish', 'hard', 'follow', 'someone', 'new', 'subject']",0.0,0.6499269008636475
1,2021-03-10,Very nice course. ,5,completer,18,pos,0.4754,pos,['course'],0.0,0.6270418167114258
2,2021-03-10,I have learned much knowledge about data science. And there are so many tools and programming languages to deal with it. They are useful and Intelligent and i  have more interest to join the data sicence world.,5,completer,210,pos,0.8923,pos,"['learn', 'much', 'knowledge', 'data', 'science', 'many', 'tool', 'program', 'language', 'deal', 'useful', 'intelligent', 'interest', 'join', 'data', 'sicence', 'world']",3.0,0.9621378779411316
3,2021-03-08,Clear Idea about the Data Science and its tools,5,completer,47,pos,0.3818,pos,"['clear', 'idea', 'data', 'science', 'tool']",3.0,0.8851492404937744
4,2021-03-08,"Nice overview, though the course materials have not been updated for more detailed navigation within IBM Cloud Pak for Data, in addition, in would be much  more convenient if in all of the videos there there would be possibility to save shorter specific notes at particular timestamps, there problems with the IBM Cloud Pak Lite subscription which has limited usage and one has to wait until the counter is updated in the beginning of the next month.",3,completer,450,neu,0.34,pos,"['overview', 'though', 'course', 'material', 'update', 'detailed', 'navigation', 'within', 'ibm', 'cloud', 'pak', 'data', 'addition', 'would', 'much', 'convenient', 'video', 'would', 'possibility', 'save', 'short', 'specific', 'note', 'particular', 'timestamps', 'problem', 'ibm', 'cloud', 'pak', 'lite', 'subscription', 'limit', 'usage', 'one', 'wait', 'counter', 'update', 'begin', 'next', 'month']",3.0,0.3469141125679016
5,2021-03-07,A great introductory course to learn entire ecosystem of tools used by data scientists,5,completer,86,pos,0.6249,pos,"['introductory', 'course', 'learn', 'entire', 'ecosystem', 'tool', 'use', 'data', 'scientist']",1.0,0.9321773648262024
6,2021-03-06,There were some parts. It's too much details about name of another package and brand name of it or something. Really difficult to digest it in a few hour. ,3,completer,155,neu,-0.4201,neg,"['part', 'much', 'detail', 'name', 'another', 'package', 'brand', 'name', 'something', 'difficult', 'digest', 'hour']",1.0,0.6005539894104004
7,2021-03-05,"the first week is really impossible to follow, too many inofrmations and given too quickly and there's no meaning in listing all those programs. Second week is the best one in my view, and very well organized. About the last 2 weeks: a course on tools cannot be focused 50% on IBM tools, which, by the way, nobody uses.",2,completer,319,neg,0.4954,pos,"['first', 'week', 'impossible', 'follow', 'many', 'inofrmations', 'give', 'quickly', 'there', 'mean', 'list', 'program', 'second', 'week', 'best', 'one', 'view', 'well', 'organize', 'last', '2', 'week', 'course', 'tool', 'cannot', 'focused', '50', 'ibm', 'tool', 'way', 'nobody', 'use']",2.0,0.6425673961639404
8,2021-03-05,some jargon difficult for newcomers to this field,4,completer,49,pos,-0.3612,neg,"['jargon', 'difficult', 'newcomer', 'field']",3.0,0.855608344078064
9,2021-03-04,"Too basic info, and a whole host of shameless self-promotion. This course's usefulness is in 30 minutes of videos about Python, R, and SQL that give erroneous information and then followed by three weeks of discussing IBM tools. And you have to pay a subscription fee for the privilege of having a product sold to you. Disgusting.",1,completer,330,neg,-0.6486,neg,"['basic', 'info', 'whole', 'host', 'shameless', 'selfpromotion', 'course', 'usefulness', '30', 'minute', 'videos', 'python', 'r', 'sql', 'give', 'erroneous', 'information', 'follow', 'three', 'week', 'discuss', 'ibm', 'tool', 'pay', 'subscription', 'fee', 'privilege', 'product', 'sell', 'disgust']",2.0,0.615416944026947
10,2021-03-04,"Very simple and comprehensive introduction to Jupiter, Github and Watson Studio. To my mind the intro to Git and Github is one of the best in terms of quickly learning the tool.",4,completer,177,pos,0.7553,pos,"['simple', 'comprehensive', 'introduction', 'jupiter', 'github', 'watson', 'studio', 'mind', 'intro', 'git', 'github', 'one', 'best', 'term', 'quickly', 'learn', 'tool']",1.0,0.6219823956489563
11,2021-03-02,Some updates are needed to ensure the video instructions tally with the particular website's content.,4,completer,101,pos,0.3818,pos,"['update', 'need', 'ensure', 'video', 'instruction', 'tally', 'particular', 'website', 'content']",0.0,0.9321619272232056
12,2021-03-02,"Very patchy. Some of the videos were quite informative but the practical exercises were a real problem. Often the instructions were impossible to follow as the software must be a newer version than that shown in the instructions. I had to Google for the latest instructions. Also the practical exercises rarely told you *why* you were learning anything; it said ""type in this code"" but you didn't understand the code. I was able to finish the course but only through sheer perseverance (and Googling for instructions) - it was not enjoyable.",2,completer,541,neg,-0.769,neg,"['patchy', 'video', 'quite', 'informative', 'practical', 'exercise', 'real', 'problem', 'often', 'instructions', 'impossible', 'follow', 'software', 'must', 'newer', 'version', 'show', 'instruction', 'google', 'late', 'instruction', 'also', 'practical', 'exercise', 'rarely', 'tell', 'learn', 'anything', 'say', 'type', 'code', 'didnt', 'understand', 'code', 'able', 'finish', 'course', 'sheer', 'perseverance', 'google', 'instruction', 'enjoyable']",0.0,0.8559909462928772
13,2021-03-01,Very well explained and support is great. Would recommend. ,4,completer,59,pos,0.8932,pos,"['well', 'explained', 'support', 'would', 'recommend']",2.0,0.8860945701599121
14,2021-03-01,"A very gentle and slightly challenging introduction to the some of the best tools in the Data Science fraternity. Also, the added introduction to the IBM Watson Clouds tools was seriously interesting. Who knew you could just drag and drop files of refined data and you are on your way to ""Model Building""? ",5,completer,306,pos,0.7717,pos,"['gentle', 'slightly', 'challenge', 'introduction', 'best', 'tool', 'data', 'science', 'fraternity', 'also', 'add', 'introduction', 'ibm', 'watson', 'cloud', 'tool', 'seriously', 'interesting', 'knew', 'could', 'drag', 'drop', 'file', 'refine', 'data', 'way', 'model', 'building']",3.0,0.8132731914520264
15,2021-03-01,This course is very helpful,5,completer,27,pos,0.4754,pos,"['course', 'helpful']",1.0,0.7630639672279358
16,2021-03-01,Amazing course,5,completer,14,pos,0.5859,pos,"['amazing', 'course']",2.0,0.762733519077301
17,2021-02-28,Amazing explanation and awareness of different tools,5,completer,52,pos,0.5859,pos,"['amazing', 'explanation', 'awareness', 'different', 'tool']",3.0,0.6613484621047974
18,2021-02-27,"The flow is erratic, lot of random information not sure where to put it .. need to explain the process of what happens with data and why the apps are needed and what they do and how they help the process (work together) .. I heard about dozens of apps but have no clue when and if I would use them or why they are needed.  I am following the course but mostly having to research what you are saying .. the language is high level or sometimes overly complicated.  I only bring this up because this course said no prior experience needed there is not way a person having no IT experience will come away from these first 2 modules with an understanding",3,completer,649,neu,-0.7924,neg,"['flow', 'erratic', 'lot', 'random', 'information', 'sure', 'put', 'need', 'explain', 'process', 'happen', 'data', 'apps', 'need', 'help', 'process', 'work', 'together', 'hear', 'dozen', 'apps', 'clue', 'would', 'use', 'needed', 'follow', 'course', 'mostly', 'research', 'say', 'language', 'high', 'level', 'sometimes', 'overly', 'complicate', 'bring', 'course', 'say', 'prior', 'experience', 'need', 'way', 'person', 'experience', 'come', 'away', 'first', '2', 'module', 'understand']",2.0,0.8532273173332214
19,2021-02-27,"Excellent course. It gives you an overview of several data science tools and software. For each of them, a lab teaches you the basics and get you familiarized with the environment, user interface, and so on, without going too much into detail. It is up to the student to dig into more details if they so wish.A typical excellent class where it takes you a few hours to understand, but it could take you months or years to specialize in the tools if you wanted to.",5,completer,463,pos,0.5902,pos,"['excellent', 'course', 'give', 'overview', 'several', 'data', 'science', 'tool', 'software', 'lab', 'teach', 'basic', 'get', 'familiarize', 'environment', 'user', 'interface', 'without', 'go', 'much', 'detail', 'student', 'dig', 'detail', 'wisha', 'typical', 'excellent', 'class', 'take', 'hour', 'understand', 'could', 'take', 'month', 'year', 'specialize', 'tool', 'want']",3.0,0.6636591553688049
20,2021-02-26,I learned A LOT!!!!!,5,completer,20,pos,0.0,neu,"['learn', 'lot']",3.0,0.7655238509178162
21,2021-02-26,Great course! Superb presentations. ,5,completer,36,pos,0.8588,pos,"['course', 'superb', 'presentation']",0.0,0.5236713290214539
22,2021-02-25,"Too much theory, but practical exercises are easy. When telling about different software, it's very hard to remember all this information.",4,completer,138,pos,0.4235,pos,"['much', 'theory', 'practical', 'exercise', 'easy', 'tell', 'different', 'software', 'hard', 'remember', 'information']",3.0,0.5445670485496521
23,2021-02-25,"Very brilliant, Thank you very much.",5,completer,36,pos,0.7828,pos,"['brilliant', 'thank', 'much']",1.0,0.4880492389202118
24,2021-02-24,A lot of bugs. I'm very disappointed about this course. 24/7 hep is not existing!!,1,dropout,82,neg,-0.6094,neg,"['lot', 'bug', 'im', 'disappointed', 'course', '247', 'hep', 'exist']",3.0,0.9235551357269287
